Signature_genes	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSG00000182263.9	0.08913861	0.798284122	0.005317735	0.004595071	0.022883149	0	0	0
ENSG00000121898.8	0.020594058	0	0	0.006440462	0.022650086	0	0	0.877278646
ENSG00000147459.13	0.01308802	0.53286082	0.01260007	0.0112984	0.02253556	0.01247423	0	0.1405855
ENSG00000162409.6	0.546586371	0	0.012007937	0.005303226	0.02020333	0	0	0.357094652
ENSG00000140945.11	1.068213714	0	1.538383518	1.324545936	0.019749512	0.000261723	0	0
ENSG00000114948.8	0.000436536	1.394390914	0.014484333	0.018667902	0.017119827	0.016767511	0	0
ENSG00000096696.9	1.021318636	0	0.013080351	0.000310842	0.01609241	0.009787511	0	0
ENSG00000140795.8	2.302790021	0	0.046850402	0.076549503	0.015727099	0.007495226	0	0
ENSG00000131730.11	2.69048989	0	0	0.02990738	0.01523874	0.03111885	0	0
ENSG00000146281.5	0.22563461	0	0.0293583	0	0.01451697	0	0	0
ENSG00000184985.12	0.00478717	0.150680806	0	0.000180564	0.014496325	0	0	0
ENSG00000089225.15	0.764873903	0	0.070602455	0.014886644	0.014492965	0.000685192	0	0
ENSG00000204397.3	0.016726098	0.001664448	0.021910169	0.140844488	0.013586491	0.586287978	0	0
ENSG00000109819.4	0.37003715	0	0.00228056	0.009840695	0.013476074	0	0	0
ENSG00000064692.14	0.082889653	0	0.702431941	0.300521182	0.013455256	0.000396137	0	0
ENSG00000120215.5	0.52604624	0	0	0.01027798	0.01341022	0	0	0
ENSG00000114790.8	0.007093166	0.326670051	0.014267237	0.047578188	0.013325146	0.00028186	0	0
ENSG00000055955.11	0.010659989	0	0.076530562	0.000788768	0.013045967	0	0	0.681700276
ENSG00000153531.8	1.44535115	0	0.02040709	0.02599174	0.01225891	0.01001749	0	0
ENSG00000185985.7	0.00016305	0.211786866	0.000222805	0.007198061	0.012096961	0	0	0.021455579
ENSG00000205045.4	0	0	0.023884077	0.121893966	0.01193008	1.134451255	0	0.001155204
ENSG00000058404.15	0.006144378	0.535675039	0.031126133	0.000468092	0.011742074	0.005902177	0	0
ENSG00000115596.3	0	0.35764879	0.01214626	0	0.01164275	0.01255571	0	0
ENSG00000169302.10	0.01763109	0.71680398	0	0	0.01160995	0	0	0
ENSG00000163590.9	1.36E-01	1.80E-01	4.14E-02	2.70E-02	1.12E-02	8.71E-05	0.00E+00	3.98E-01
ENSG00000050767.11	0.000861742	0	0.567940833	0.001889609	0.011130745	0	0	0
ENSG00000168546.6	0.002175731	1.206617176	0.000444782	0	0.011042953	0.141522133	0	0
ENSG00000157168.14	0	0	0.220044361	0	0.010856509	0.000129805	0	0
ENSG00000149380.7	0.01327377	0.22145792	0.02171129	0	0.01035199	0	0	0
ENSG00000100342.16	0.008957785	0	0.039388039	0.651520199	0.010143827	0	0	0.001155204
ENSG00000109265.8	0.255204783	0	0	0.000551357	0.009963767	0	0	0
ENSG00000115956.9	0.001651574	0	0.001267927	0.004540065	0.008899092	0.757961217	0	0.001006917
ENSG00000145911.5	0.022647888	0	0.048766009	0.570486066	0.008787302	0.000286246	0	0
ENSG00000186439.8	1.354289422	0	0.01090564	0.025464874	0.008578633	0.014934061	0	0
ENSG00000164176.8	0	0.596589729	0.016812544	0.000186575	0.008184113	0.000928647	0	0
ENSG00000107099.11	0.000493145	0	0.019978512	0.016748386	0.008154308	0.44347417	0	0.080969846
ENSG00000146950.8	0.008084096	0.007456291	0.133120888	0.03877221	0.007841007	0	0	0
ENSG00000176532.3	0	0	0.569203635	0.018266666	0.007809896	0.022962866	0	0
ENSG00000124159.11	0	0.401250794	0	0.000160078	0.007556191	0	0	0
ENSG00000205038.7	0.012702397	0	0.406498057	0.000210766	0.007521032	0.000132184	0	0
ENSG00000143171.8	0.233510842	0.810006752	0.015320726	0.001269809	0.007447074	0	0	0
ENSG00000173875.9	1.37E-04	1.55E-01	0.00E+00	4.55E-05	7.29E-03	0.00E+00	0.00E+00	0.00E+00
ENSG00000085563.10	0.009858104	0	0.015671717	0.380838538	0.006651782	0.000132184	0	0
ENSG00000167549.14	0.429979236	0	0	0.112144133	0.006522501	0.016968083	0	0
ENSG00000134571.6	1.911892028	0	0.080911115	0.023317818	0.006375231	0	0	0
ENSG00000078328.15	0.278649631	0	0.055227846	0.000481371	0.006110048	0	0	0
ENSG00000072694.14	0.002475346	0.926379452	0.000885826	0.002360036	0.005513227	1.755643012	0	0
ENSG00000165457.9	0	0	0.000538424	0.006012965	0.005473323	1.907592861	0	0.003074333
ENSG00000186335.4	0.379083282	0	0	0	0.005471208	0	0	0
ENSG00000102409.9	0.000469623	0	0.295553859	0.000581572	0.005435129	0	0	0.021668076
ENSG00000134775.11	0.469680864	0	0.012321471	0.01016181	0.005410867	0	0	0
ENSG00000109339.14	0.456713078	0	0.025739975	0.008020987	0.005338529	0.01428101	0	0
ENSG00000163092.15	0.773078615	0.001664448	0.000560005	0.01250354	0.00508192	0	0	0
ENSG00000106278.7	0.004406786	0.900379947	0.004587079	0.008129569	0.004828928	0.000112376	0	0.005332721
ENSG00000186074.14	0	0	0.000102838	0.000256434	0.004821719	1.365769156	0	0
ENSG00000138100.9	0.815012309	0	0	0.015414157	0.004504117	0.002969955	0	0
ENSG00000117595.6	0.015417217	0.194422163	0.534476852	0.001420993	0.004357536	0	0	0
ENSG00000111199.6	0.028493048	0.259032563	0.025550011	0.038441576	0.004149902	0.440355316	0	0
ENSG00000184564.8	0.020611001	0.811507831	0	0	0.004143028	0.000168554	0	0
ENSG00000126759.8	0	0.004896813	0.013891459	0.005356154	0.004106042	1.794256988	0	0
ENSG00000070808.11	0.243641229	0	0	0.008608357	0.004007537	0.001747168	0	0
ENSG00000124785.4	0.0033414	1.854126411	0.000864219	0.000123114	0.003882104	0.001525977	0	0.000683337
ENSG00000167165.14	0.00E+00	0.00E+00	6.45E-04	6.01E-05	3.72E-03	4.90E-01	0.00E+00	0.00E+00
ENSG00000174640.8	0.00E+00	0.00E+00	1.85E-01	1.65E-02	3.63E-03	6.51E-05	0.00E+00	0.00E+00
ENSG00000057294.9	0.277197128	0.093031734	0.273918316	0.001641602	0.003595949	0.000936397	0	0
ENSG00000147166.6	0.77124208	0	0.020151802	0.028312667	0.003517608	0	0	0
ENSG00000164930.7	0.031939291	0	0.283348606	0.122691619	0.003480323	0	0	0
ENSG00000139549.2	0.000198943	0.364900607	0.145243555	0	0.003472295	0	0	0
ENSG00000130176.3	0.037967222	0	0.003484192	0.000278176	0.003418031	0	0	0.953458949
ENSG00000036448.5	1.277275929	0	0.003679394	0.036056047	0.003179299	0.001886284	0	0
ENSG00000006071.7	0.540493655	0	0.000306158	0.007256332	0.003160195	0.000217231	0	0.003964987
ENSG00000241404.2	0	1.838233517	0.002809825	0.004125138	0.003156983	0.015891407	0	0
ENSG00000203883.5	7.57E-02	0.00E+00	1.06E+00	1.62E+00	3.07E-03	8.58E-05	0.00E+00	2.03E-03
ENSG00000180660.6	0	0.172473941	0	0.00041505	0.002969689	0	0	0
ENSG00000184544.7	0.71063266	0	0.023736827	0.047308375	0.002948615	0.028734177	0	0
ENSG00000120318.11	0.042893061	0.007374221	0.233768631	0.299273921	0.002921068	0.067079734	0	0.007935495
ENSG00000133019.7	0.005082908	0	0.159608157	0	0.002766166	0	0	0
ENSG00000115593.10	0.818744033	0	0	0.000374424	0.002673407	0.004962011	0	0
ENSG00000204644.5	0.004994093	0	0.148060172	0.017516981	0.002660675	0	0	0
ENSG00000169291.5	0.009761542	0	0.23225449	0.390151002	0.002638744	0.021119257	0	0
ENSG00000055813.5	0.047651131	0	0.000919772	0.562508638	0.00260674	0	0	0
ENSG00000158286.8	0.240234066	0	0	0.012790069	0.002606125	0	0	0
ENSG00000073146.11	0.25414014	0	0.000178576	0.003019628	0.002539574	0	0	0
ENSG00000146094.9	0.000806751	0.001599166	0.005788063	0.00215887	0.00237035	0.410702711	0	0
ENSG00000125848.9	0	1.138524686	0.011905246	0.00262732	0.00235089	0.002027029	0	0
ENSG00000198812.3	0.465611846	0	0	0.008525995	0.002313995	0.012965955	0	0
ENSG00000179862.5	0.362656651	0	0	0.016169343	0.002304378	0	0	0
ENSG00000137124.6	0.497618865	0	0.037779579	0.004595071	0.002248449	0.020403501	0	0
ENSG00000226742.3	0.139755533	0	0	0.002154034	0.0020922	0.001590543	0	0
ENSG00000112782.11	0.14947969	0	0.042267069	0.676201308	0.002073829	0.003244045	0	0.015557696
ENSG00000181072.7	0.614931677	0	0.004587079	0.000172614	0.002073795	0.004912356	0	0
ENSG00000053918.11	0.394905487	0	0.014278798	0.060567654	0.001992733	0.012758094	0	0
ENSG00000135838.9	0.012885619	0	0.012902529	0.00551134	0.001941172	0.346587036	0	0
ENSG00000055118.10	0.20733281	0	0.025648574	0	0.001882337	0	0	0
ENSG00000162777.12	5.09E-03	0.00E+00	2.68E-01	8.02E-05	1.87E-03	3.13E-02	0.00E+00	0.00E+00
ENSG00000166317.7	0.393733461	0	0	0.001013617	0.00182137	0.005065192	0	0
ENSG00000102010.10	0.009525629	0	1.329798607	0.013018757	0.001789285	0.009431357	0	0
ENSG00000163380.11	0.287712034	0	0	0.008010616	0.001776343	0	0	0
ENSG00000128567.12	0.07313008	0	0.5139852	0.911967235	0.001767449	0.000151503	0	0
ENSG00000242689.1	3.88E-02	2.07E-01	0.00E+00	8.58E-05	1.70E-03	0.00E+00	0.00E+00	0.00E+00
ENSG00000145244.7	0.730847048	0	0.014928286	0.001863444	0.001670304	0	0	0.023119623
ENSG00000167208.10	0.001572239	0.001664448	0.019453169	0.007797229	0.00165459	0.571417494	0	0
ENSG00000172159.11	0	0.196392326	0	0	0.001562665	0	0	0
ENSG00000197893.9	0.530159975	0	0	0	0.001549339	0.00590511	0	0
ENSG00000166265.7	0.012376457	0	0.030738441	0.304733304	0.001537212	0	0	0
ENSG00000135414.5	0.00332361	0	0	0.007397155	0.00152245	0	0	0.197756027
ENSG00000165168.6	0.000510702	0	0.000366824	0.000859095	0.001519205	1.271971202	0	0
ENSG00000158022.6	0.407372401	0	0	0.005000812	0.001518897	0	0	0
ENSG00000198729.4	0.565624675	0.664583529	0.058627084	0.025042305	0.001479479	0	0	0
ENSG00000099937.6	0.006779472	1.125960849	0.001498798	0.000724802	0.001376932	0.008478842	0	0
ENSG00000140749.7	3.60E-03	0.00E+00	2.08E-04	6.67E-05	1.36E-03	5.72E-01	0.00E+00	0.00E+00
ENSG00000239388.4	0.278097574	0	0	0.016048366	0.001352011	0.00028342	0	0
ENSG00000145949.8	0.434351778	0	0	0.010881345	0.001351635	0	0	0
ENSG00000106178.2	0	0	0.000172652	0.000139559	0.001297644	0.910775743	0	0
ENSG00000102271.9	0.022300393	0	0.426972726	0.192816155	0.001293194	0	0	0
ENSG00000150681.5	0.002080869	0	0.000123591	0.000213808	0.001284043	0.269052597	0	0
ENSG00000186628.8	0.785239013	0	0.026340218	0.02170864	0.001265682	0.006173153	0	0
ENSG00000163071.6	0	0.219203682	0	0	0.001264585	0	0	0
ENSG00000118298.6	0.692477889	0	0	0.023743585	0.001242033	0	0	0.207101769
ENSG00000189431.5	0	0	0.237574175	0.01182316	0.001075011	0	0	0
ENSG00000140030.4	0	0	0	0.00039506	0.001035721	0.601303747	0	0
ENSG00000169271.1	0.214160375	0	0	0.000119676	0.001009799	0	0	0
ENSG00000152128.13	0.554995781	0	0	0.022167864	0.00100822	0.002598982	0	0
ENSG00000197245.4	0.008480215	0	0	0.315700259	0.001003671	0	0	0
ENSG00000150337.9	0	0	0.000923172	0.001317615	0.000985958	0.787440307	0	0.002016498
ENSG00000154133.10	0.052142754	0	0.2602058	1.055869126	0.000976663	0	0	0
ENSG00000164736.5	0.064214842	0	0.002276925	0.971649327	0.000899828	0	0	0
ENSG00000205560.8	0.425964414	0	0	0	0.000897303	0	0	0
ENSG00000114013.11	0.003466562	0	0.00113872	0.000934277	0.000878618	0.863170152	0	0.001155204
ENSG00000147573.12	0.246027377	0	0.00499064	0.003025447	0.000807109	0	0	0
ENSG00000168334.8	0.356208899	0	0	0	0.000751248	0	0	0.559939125
ENSG00000103449.7	0.000643914	0	0.232671345	0.000169293	0.00066733	0	0	0
ENSG00000135903.14	0.00E+00	3.14E-01	0.00E+00	4.98E-05	6.59E-04	1.14E-02	0.00E+00	0.00E+00
ENSG00000175161.9	0	0.427614078	0.000241092	0.000285332	0.000657192	0	0	0
ENSG00000084453.12	1.27E-03	0.00E+00	2.04E-01	4.90E-03	6.56E-04	8.34E-05	0.00E+00	0.00E+00
ENSG00000162989.3	0.431454993	0	0	0	0.000638004	0	0	0
ENSG00000171860.4	0.003094578	0.001355846	0.00039038	0.000623794	0.000582289	1.425555999	0	0
ENSG00000170381.8	0	0.486934306	0.021923369	0	0.000525446	0	0	0
ENSG00000133106.10	2.92E-04	0.00E+00	9.32E-05	1.55E-04	5.24E-04	6.28E-01	0.00E+00	2.02E-03
ENSG00000138347.11	0.236725654	0	0	0	0.000523669	0.004512009	0	0
ENSG00000079931.10	0	1.304770213	0.023542626	0.000299131	0.000520831	0.000286262	0	0
ENSG00000258227.2	2.18E-03	7.70E-03	9.32E-05	3.88E-04	4.59E-04	5.21E-01	0.00E+00	0.00E+00
ENSG00000170293.4	0.010631302	0	0.090459422	0.513870719	0.000432887	0	0	0
ENSG00000143126.7	0.02825223	0.335882737	0.02205741	0.005354879	0.000405489	0.000112376	0	0
ENSG00000177575.8	0.005345813	0	0	0.000162717	0.000398203	1.212797396	0	0.132183837
ENSG00000029534.15	0.570832206	0	0.000128331	0.022241494	0.000382086	0.000843367	0	0
ENSG00000188582.4	0.170610174	0	0	0	0.000378017	0	0	0
ENSG00000164742.10	0.198637587	0	0	0.000293025	0.000354425	0	0	0
ENSG00000151490.9	0.047069255	0.003892679	0.000479129	0.000364309	0.000350684	0.738197911	0	0
ENSG00000175471.15	0	0	0.008282177	0.020605126	0.000332996	0.195140696	0	0
ENSG00000140379.7	9.12E-03	0.00E+00	9.32E-05	1.93E-04	3.27E-04	4.39E-01	0.00E+00	3.02E-03
ENSG00000133454.11	0.419553797	0	0	0	0.000318169	0.001482373	0	0
ENSG00000106688.7	0.008721991	0	0	0.28045144	0.000306622	0	0	0
ENSG00000141655.11	0	0	0.000179406	0.01901368	0.000304096	0.265626876	0	0.002016498
ENSG00000186818.8	0.00E+00	1.13E-03	0.00E+00	6.53E-05	2.90E-04	7.94E-01	0.00E+00	0.00E+00
ENSG00000166091.15	0	1.456042818	0.000896094	0.000798124	0.000283773	0.001287	0	0
ENSG00000235568.2	0	0.001498604	0.014431344	0.000780116	0.000266366	0.55319257	0	0
ENSG00000172322.9	0	0	0.000162725	0.000662602	0.000260699	1.070436502	0	0
ENSG00000255833.1	0.000137406	0	0.000137948	8.56127E-05	0.00025512	0.310731252	0	0
ENSG00000197822.6	0	0	0.227559987	0.000321493	0.000239594	0.000172245	0	0
ENSG00000166927.8	0	0	0	0	0.000229527	1.028201972	0	0
ENSG00000145416.9	0.000237593	0	0.000542217	0.000288101	0.000226498	0.343034846	0	0.003964987
ENSG00000184005.9	0.029345533	0	0.317502773	0.19613842	0.000217272	0	0	0
ENSG00000105246.5	0	0	0.000341033	0.000217725	0.000209214	0.348199196	0	0
ENSG00000172243.13	0.000311281	0	0.000250143	0	0.000203511	0.601807386	0	0
ENSG00000198178.6	0.003249	0	0.000541647	0	0.000190725	0.825273561	0	0
ENSG00000139629.11	0.000267438	0.461796305	0	0.006993871	0.000183278	0.015718582	0	0
ENSG00000136286.10	0	0.003296302	0	0.000290136	0.000169237	0.470688425	0	0
ENSG00000166682.6	0	0.994659238	0	0	0.000164985	0	0	0
ENSG00000010671.11	0.002925403	0	0.000338063	0.000117283	0.000163757	0.355390022	0	0
ENSG00000154415.3	0.700550628	0	0	0.001848802	0.000162153	0	0	0.172917777
ENSG00000173890.12	0	0	0	0.00410578	0.000161268	0.320454122	0	0
ENSG00000012779.6	0.058152107	0.001355846	0.000306158	0.000185731	0.000154083	0.980108872	0	0
ENSG00000110799.9	0.004978673	0	1.605784329	0.278228685	0.000147266	0.040466566	0	0
ENSG00000143140.6	0.238526398	0	0	0.064867491	0.000137317	0.001234853	0	0
ENSG00000105851.6	0.005262125	0	0.011454871	0.00636242	0.000131585	0.230540609	0	0
ENSG00000159166.9	0.565658086	0	0	0.023730874	0.000131032	0.002711247	0	0
ENSG00000177752.10	0.510684122	0	0	0	0.00012916	0	0	0
ENSG00000111262.4	0.024053277	3.374162383	0.010371254	0.000333006	0.000125056	0.001360001	0	0
ENSG00000134817.9	0.037238311	0	0.004460496	0.728046616	0.000113865	0.019282676	0	0
ENSG00000132514.9	0	0.008008468	0	0.000248712	0.000110727	0.623890095	0	0
ENSG00000129925.6	0.017375466	0	0	0.004136771	0.000108724	0.240473646	0	0
ENSG00000065361.10	0.019322959	0.526880931	0.012889312	0	0.000101702	0.005670906	0	0
ENSG00000118308.10	1.32E-04	0.00E+00	0.00E+00	8.15E-03	9.96E-05	3.33E-01	0.00E+00	0.00E+00
ENSG00000196664.4	4.36E-04	0.00E+00	9.32E-05	6.57E-03	9.91E-05	3.69E-01	0.00E+00	0.00E+00
ENSG00000128242.8	3.11E-04	4.89E-01	0.00E+00	2.11E-04	9.87E-05	6.51E-05	0.00E+00	3.96E-03
ENSG00000146090.11	0.00E+00	1.47E+00	0.00E+00	0.00E+00	8.95E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000134516.11	0.00E+00	0.00E+00	0.00E+00	4.11E-04	8.60E-05	3.01E-01	0.00E+00	0.00E+00
ENSG00000092054.12	2.91E-01	0.00E+00	4.35E-04	1.55E-04	8.48E-05	2.57E-04	0.00E+00	0.00E+00
ENSG00000198597.4	2.43E-02	6.08E-01	1.32E-03	0.00E+00	8.32E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000254521.2	3.11E-04	0.00E+00	9.32E-05	2.72E-04	7.84E-05	3.86E-01	0.00E+00	0.00E+00
ENSG00000136250.7	0.00E+00	0.00E+00	0.00E+00	3.76E-04	7.20E-05	4.86E-01	0.00E+00	0.00E+00
ENSG00000189056.9	0.00E+00	2.95E-01	2.22E-03	3.24E-02	6.85E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000103740.5	5.06E-03	1.47E+00	0.00E+00	3.90E-04	6.78E-05	1.08E-03	0.00E+00	0.00E+00
ENSG00000215018.5	0.00E+00	3.87E-01	0.00E+00	3.65E-02	6.60E-05	2.59E-04	0.00E+00	0.00E+00
ENSG00000184916.4	3.72E-02	0.00E+00	4.55E-04	2.67E-01	5.91E-05	1.05E-02	0.00E+00	0.00E+00
ENSG00000205744.5	0.00E+00	0.00E+00	2.91E-04	0.00E+00	5.79E-05	2.64E-01	0.00E+00	0.00E+00
ENSG00000108823.11	6.43E-01	0.00E+00	0.00E+00	0.00E+00	5.28E-05	0.00E+00	0.00E+00	3.86E-01
ENSG00000116783.10	4.42E-01	0.00E+00	0.00E+00	9.48E-03	5.21E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000187398.7	0.00E+00	3.33E-01	0.00E+00	5.62E-05	5.10E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000177807.6	0.00E+00	3.00E-01	0.00E+00	6.07E-05	4.83E-05	2.27E-02	0.00E+00	0.00E+00
ENSG00000088827.8	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.24E-05	2.16E-01	0.00E+00	0.00E+00
ENSG00000152213.3	0.00E+00	0.00E+00	0.00E+00	5.33E-04	4.13E-05	3.15E-01	0.00E+00	0.00E+00
ENSG00000183615.5	3.54E-03	0.00E+00	2.05E-01	1.08E-01	3.74E-05	3.19E-02	0.00E+00	0.00E+00
ENSG00000139610.1	5.81E-04	2.87E-01	0.00E+00	0.00E+00	3.72E-05	4.96E-02	0.00E+00	0.00E+00
ENSG00000167261.9	0.00E+00	0.00E+00	0.00E+00	6.53E-05	3.72E-05	4.99E-01	0.00E+00	0.00E+00
ENSG00000214456.4	3.43E-01	0.00E+00	6.53E-03	0.00E+00	3.47E-05	1.33E-02	0.00E+00	0.00E+00
ENSG00000185105.4	3.05E-01	0.00E+00	0.00E+00	1.21E-02	3.03E-05	3.13E-04	0.00E+00	1.36E-01
ENSG00000038945.10	0.00E+00	0.00E+00	0.00E+00	2.51E-04	2.92E-05	6.22E-01	0.00E+00	0.00E+00
ENSG00000162631.14	6.25E-03	2.06E-01	5.90E-04	4.06E-03	2.90E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000169403.7	0.00E+00	0.00E+00	3.62E-04	2.93E-04	2.77E-05	2.71E-01	0.00E+00	0.00E+00
ENSG00000101292.6	0.00E+00	0.00E+00	1.81E-01	0.00E+00	2.73E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000182261.3	1.78E-01	0.00E+00	0.00E+00	2.65E-03	2.67E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000134755.10	3.99E-01	0.00E+00	0.00E+00	1.40E-02	2.60E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000144063.3	1.25E-02	0.00E+00	2.54E-01	2.45E-01	2.46E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000150556.12	0.00E+00	3.69E-01	0.00E+00	0.00E+00	2.38E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000121743.3	2.41E-01	0.00E+00	0.00E+00	0.00E+00	2.31E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000175003.8	2.16E-01	0.00E+00	0.00E+00	3.35E-03	1.92E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000198796.6	4.60E-01	0.00E+00	0.00E+00	0.00E+00	1.84E-05	3.61E-04	0.00E+00	0.00E+00
ENSG00000167941.2	0.00E+00	0.00E+00	2.75E-01	1.68E-03	1.32E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000099822.2	4.68E-03	1.88E-01	0.00E+00	3.04E-04	1.28E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000171509.11	1.77E-01	0.00E+00	0.00E+00	0.00E+00	1.24E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000162951.6	0.00E+00	6.52E-01	0.00E+00	0.00E+00	1.17E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000134121.5	0.00E+00	1.59E+00	1.97E-02	7.42E-05	1.09E-05	0.00E+00	0.00E+00	0.00E+00
ENSG00000146013.6	3.97E-02	3.41E+00	3.46E-02	7.09E-04	9.77E-06	0.00E+00	0.00E+00	0.00E+00
ENSG00000188487.7	1.29E-02	7.18E-01	1.38E-04	0.00E+00	9.62E-06	0.00E+00	0.00E+00	0.00E+00
ENSG00000101916.11	0.00E+00	0.00E+00	0.00E+00	1.06E-04	9.40E-06	2.25E-01	0.00E+00	0.00E+00
ENSG00000168427.7	3.55E-01	1.42E-01	0.00E+00	0.00E+00	8.57E-06	0.00E+00	0.00E+00	2.67E-01
ENSG00000145850.4	6.58E-04	0.00E+00	0.00E+00	7.81E-05	7.99E-06	5.36E-01	0.00E+00	0.00E+00
ENSG00000034053.10	0	0.601529693	0	0	0	0.000422616	0	0
ENSG00000167311.9	0.2226271	0	0	0	0	0	0	0
ENSG00000165192.9	0.705118171	0	0	0.006743598	0	0	0	0
ENSG00000163217.1	0.5472234	0	0	0	0	0	0	0
ENSG00000183960.4	0.00E+00	1.54E-01	0.00E+00	4.67E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00
ENSG00000184185.5	0.07320561	0.23559727	0	0	0	0	0	0.10868965
ENSG00000124743.5	0.330756571	0	0.019580941	0	0	0.001588285	0	0
ENSG00000167759.8	0	0.419260547	0	0.005734884	0	0	0	0
ENSG00000213022.4	0	0.1744705	0	0	0	0	0	0
ENSG00000154654.10	0	0.379451481	0	0.000263182	0	0	0	0
ENSG00000133636.6	0.03780287	0	0.22308008	0.05644315	0	0	0	0
ENSG00000251692.3	0	0	0.22722678	0.03196282	0	0	0	0
ENSG00000135622.8	0	0.718746965	0	0.000186575	0	0.004491345	0	0
ENSG00000196376.6	0	0.969173682	0.008041578	0.008757065	0	0	0	0
ENSG00000017373.11	0	0.2004892	0	0	0	0	0	0
