Gene	cardiac_muscle_cell	cardiac_neuron	endocardial_cell	endothelial_cell	fibroblast	leukocyte	myofibroblast_cell	smooth_muscle_cell
ENSCAFG00000024861	0.186311809	0.656935474	1.253607585	0.082176851	0.309667104	0.007360811	1.468622494	1.916093406
ENSCAFG00000010911	0.186311809	0.656935474	1.253607585	0.082176851	0.309667104	0.007360811	1.468622494	1.916093406
ENSCAFG00000031626	0.04471258	0	0.61889297	0.02458208	0.098197	0.05644292	0.02935385	0
ENSCAFG00000010858	0.012540253	0	0.000836719	0.003069275	0.622789262	0.000544597	0.237280795	0
ENSCAFG00000028621	0.007738637	1.129192263	0.065794751	0.01629794	0.10184985	0	0.015428061	0.194187692
ENSCAFG00000000200	0.020394571	0	0.025209307	0.020215396	0.232611588	0.000176565	1.931809709	1.149221263
ENSCAFG00000003201	0	0.387352351	0	0.003565358	0.004443494	8.77656e-05	0.000596461	0
ENSCAFG00000019233	1.236753338	0	0.008983373	0.012707178	0.00553728	0.000928861	0.000289982	0
ENSCAFG00000011693	0.104103122	0	0.126842107	0.053919666	0.050219696	0.000766164	0.045676341	0.752624492
ENSCAFG00000019048	0.00016305	0.211786866	0.000222805	0.007198061	0.012096961	0	0	0.021455579
ENSCAFG00000043524	0	0	0.000102838	0.000256434	0.004821719	1.365769156	0	0
ENSCAFG00000024944	0	0	0.000102838	0.000256434	0.004821719	1.365769156	0	0
ENSCAFG00000004595	0	0	0.000102838	0.000256434	0.004821719	1.365769156	0	0
ENSCAFG00000017890	0.379083282	0	0	0	0.005471208	0	0	0
ENSCAFG00000001016	1.354289422	0	0.01090564	0.025464874	0.008578633	0.014934061	0	0
ENSCAFG00000007290	0.073423567	0	0.00162814	0.01260954	0.006862647	0.093108634	0.148160374	0.455492513
ENSCAFG00000012716	0.000750884	0.001664448	0.000539764	0.000482038	0.001532636	0.689576733	0.001415408	0
ENSCAFG00000013142	0.785239013	0	0.026340218	0.02170864	0.001265682	0.006173153	0	0
ENSCAFG00000005698	0.190816786	0	0.048314259	0.80829417	0.00310733	0.032717823	0.189166764	0.001155204
ENSCAFG00000029570	0.05771277	0.11889982	0.51971849	1.36790905	0.07005582	0.08882939	0.02333793	0.24965329
ENSCAFG00000012106	0.001350513	0	0.000172354	0.01363659	0.072469505	0.016218477	0.724234455	0.306724935
ENSCAFG00000045990	1.04516308	0.88918948	0.03027781	0.06233087	1.52381646	1.2226135	0.49526212	0.71876949
ENSCAFG00000004636	0.405401781	0.219084715	1.198110878	1.465629499	0.053462469	0.008304763	1.23912741	2.915617275
ENSCAFG00000010135	0	0.333	0	5.62e-05	5.1e-05	0	0	0
ENSCAFG00000008730	0.296753508	0	0.004145219	0	0.000288406	0	0.000393817	0
ENSCAFG00000031063	0.867500034	0	0.024892879	0.010014661	0.000280144	0.006484575	0.015551904	0
ENSCAFG00000032118	1.22283734	0	0.009669762	0.038745364	0.012704697	0.002214103	0.029101159	0
ENSCAFG00000006250	0.02626818	0	0.113992641	0.58976685	0.13322433	0.000198899	0.882633331	0.122351534
ENSCAFG00000016515	0.068647176	0	0.409033782	0.263406144	0.159749461	0.008795976	0.962258417	0.807531801
ENSCAFG00000000934	0.022867271	0.340123121	0.021099926	0.01137317	0.931835312	0.148397329	0	0.005332721
ENSCAFG00000011233	0.019711318	0	0.053136832	0.000166698	0.023379561	0.04664872	0.214410986	0.000683337
ENSCAFG00000008565	0.0129	0.718	0.000138	0	9.62e-06	0	0	0
ENSCAFG00000005251	0.17502382	0	0.31873284	0.03192217	0.01289142	0.0301702	0.06034565	0.4793269
ENSCAFG00000007944	0.170610174	0	0	0	0.000378017	0	0	0
ENSCAFG00000009462	0.057970661	0	0.274743671	0.049038854	1.061841676	0.000447152	0.079495273	0.136037445
ENSCAFG00000025345	0	0.295	0.00222	0.0324	6.85e-05	0	0	0
ENSCAFG00000013368	0.011536144	2.509077768	0.000403817	0.008407582	0.132439557	0.001099324	0.158051238	0
ENSCAFG00000003758	0.008063004	0	0.000271732	0	0.387245437	0.000117923	0.389985648	0.307008453
ENSCAFG00000019238	0.012887041	0.168899022	0.000427112	0.004208996	1.086161462	0.015412377	0.087804648	0
ENSCAFG00000008082	0	0	0.237574175	0.01182316	0.001075011	0	0	0
ENSCAFG00000017675	0.00041448	0	0.00088534	0.010830933	0.597855941	0.010294374	0.000393817	0
ENSCAFG00000017552	0	1.25490363	0.0128301	0.01018816	0.13889099	0.34789913	0	0.1027605
ENSCAFG00000016857	0	0	0.000454129	0.000169363	0.012768026	0.952806208	0.176418859	0
ENSCAFG00000029080	0.035291184	0.080125182	0.263869032	0.399661759	0.027690764	0.000121657	0.847808794	0.15363877
ENSCAFG00000017010	0	0.216	0	0	0.0396	6.51e-05	0	0
ENSCAFG00000024748	0.015977453	0	0.449755354	0.091366956	0.886950075	0.019520183	0.001357643	0
ENSCAFG00000000932	0	0.969173682	0.008041578	0.008757065	0	0	0	0
ENSCAFG00000014162	0.093994324	0	0.571338935	0.450603224	0.072373251	0.001065927	0.039178232	0
ENSCAFG00000019596	0.227774829	0	0	0	0.003388837	0	0.033803381	0.224482277
ENSCAFG00000010874	0.26251462	0.02126084	0.055638	0.01423184	1.20850181	0.6452881	0.02449807	0.14898954
ENSCAFG00000001106	0.218912884	0.121442306	0.004587079	0.02515145	1.091014271	0.000721705	0.794593736	0.438564382
ENSCAFG00000011698	0.000436	0	9.32e-05	0.00657	9.91e-05	0.369	0	0
ENSCAFG00000006546	0.0482497	0.23491615	0.21658839	0.19972834	0.08453093	0.1507082	0.22507646	0.8098984
ENSCAFG00000019521	0.08262223	0.49075661	0.20558135	0.25441677	0.38814585	0.73552749	0.74416577	1.88305232
ENSCAFG00000012651	0.008480215	0	0	0.315700259	0.001003671	0	0	0
ENSCAFG00000016997	0.8217825	0	0.03329589	0.03240607	0.01410464	0	0.03463063	0.42193442
ENSCAFG00000004175	0.000113232	0.00113142	0.002201713	0.000856801	0.000799474	1.853575353	0.001292725	0.002016498
ENSCAFG00000011193	0.09902119	1.9019493	0.03367422	0.03258293	0.05896694	0.05749346	0.45581338	0.7895623
ENSCAFG00000018016	0.00342	0.00136	0.00755	0.00047	0.327	6.03e-05	0.0385	0.0405
ENSCAFG00000013892	0.15022237	0.008950129	0.236804973	0.024203129	2.476569839	0.032865969	0.021438185	0.002002804
ENSCAFG00000011619	4.25974455	0	0.04652123	0.20528501	0.06272528	0.08828586	0.10007139	0
ENSCAFG00000007649	0.003285011	0.001664448	0.000485564	0.001895404	0.002212475	0.657810592	0.00023795	0.002016498
ENSCAFG00000003884	0.0454702	0	0.27994502	0.03569068	0.04800543	0.01630207	0.76665437	0.21209995
ENSCAFG00000007805	0	0	0.227559987	0.000321493	0.000239594	0.000172245	0	0
ENSCAFG00000023757	0.038038892	0	0.008197514	0.014676824	0.759303404	0	0.001158925	0
ENSCAFG00000011103	0.530159975	0	0	0	0.001549339	0.00590511	0	0
ENSCAFG00000017557	0.08379059	1.81645689	0.31754126	0.44922135	1.74909868	0.3852678	1.44101351	0.7115063
ENSCAFG00000029374	0.08379059	1.81645689	0.31754126	0.44922135	1.74909868	0.3852678	1.44101351	0.7115063
ENSCAFG00000000016	0.050791161	1.679733496	0.003330459	0.004869653	0.037724013	0.195575093	0.015301196	0.003964987
ENSCAFG00000002978	0.05173195	1.8285913	0.02435343	0.01525652	0.99771557	0.07997438	0.09531652	0
ENSCAFG00000001705	3.79333736	0	0.0828365	0.36530602	0.05886869	0.12319302	0.27523556	0.05368666
ENSCAFG00000013728	3.97556607	0	0.1389634	0.36175978	0.08355921	0.1248982	0.20934246	0.15855595
ENSCAFG00000019445	0.026192121	0.005400225	0.094225759	0.439372888	0.000212578	0	0.116045575	0.59215806
ENSCAFG00000002086	0.461102881	0.065964555	0.014204596	0.044574733	0.245186234	0.009971064	1.556070663	3.461003213
ENSCAFG00000049711	2.60823904	0	0.07893786	0.11289083	0.0187618	0.0453289	0.06810243	1.23827349
ENSCAFG00000007601	0.0243	0.608	0.00132	0	8.32e-05	0	0	0
ENSCAFG00000010034	1.489491862	0	0.005040826	0.019528017	0.003677031	0.001934557	0.002088876	0
ENSCAFG00000000304	1.042733	1.695688	2.240793	2.893949	1.537735	2.543632	1.956873	2.303036
ENSCAFG00000017516	1.042733	1.695688	2.240793	2.893949	1.537735	2.543632	1.956873	2.303036
ENSCAFG00000002030	0.159661531	0.029838273	0.308554549	0.173106796	0.012786852	0.008837531	0.009612657	0
ENSCAFG00000000402	0.565624675	0.664583529	0.058627084	0.025042305	0.001479479	0	0	0
ENSCAFG00000016602	0.096653297	0	1.280490578	0.011889952	0.023963332	0.000172245	0	0
ENSCAFG00000000107	0.46	0	0	0	1.84e-05	0.000361	0	0
ENSCAFG00000000434	0.465611846	0	0	0.008525995	0.002313995	0.012965955	0	0
ENSCAFG00000017057	0.056889895	0	0.213456484	0.694484975	0.001755678	0.000113458	0.049297347	0
ENSCAFG00000019362	0	1.1672138	0	0.014116551	0.000421319	0.000174813	0.002609343	0
ENSCAFG00000016698	0.00155133	0	0.224043682	0.128638861	0.000662085	0.082238787	0.021543317	0
ENSCAFG00000007681	0.043467225	0.191019812	0.000176569	0.006425008	0.002541243	0.000121043	0.00023795	0
ENSCAFG00000010785	0.378128571	0	0	0.009050459	0.002726287	0	0.000827207	0
ENSCAFG00000029278	0.0757	0	1.06	1.62	0.00307	8.58e-05	0	0.00203
ENSCAFG00000000848	0.015424033	0.001664448	0.056706217	0.00119269	0.007390314	1.511465208	0.01832369	0
ENSCAFG00000002525	0.044763574	0.122526752	0.006981511	0.136459795	1.020918675	0.002020649	0.204463051	0
ENSCAFG00000032693	0.00044803	0.001664448	0.000263	0.000531156	0.00082348	1.142483219	0.000577798	0.003989237
ENSCAFG00000023815	0.004994093	0	0.148060172	0.017516981	0.002660675	0	0	0
ENSCAFG00000024786	0.012702397	0	0.406498057	0.000210766	0.007521032	0.000132184	0	0
ENSCAFG00000000586	0.425964414	0	0	0	0.000897303	0	0	0
ENSCAFG00000028953	0.460549105	0	0	0.00567849	0.001559611	0	0.002607401	0
ENSCAFG00000018636	0	0	0.000291	0	5.79e-05	0.264	0	0
ENSCAFG00000031922	3.95850916	0.008053335	0.036133425	0.235421239	2.319995009	0.189016863	0.806813678	0.049492922
ENSCAFG00000011145	0.1494085	0.5265837	0.1880425	0.1947305	0.1740689	0.1095628	0.3895321	1.355412
ENSCAFG00000042298	0	0.1744705	0	0	0	0	0	0
ENSCAFG00000018440	0.1690493	2.0134985	1.4830259	1.0245018	1.3001671	1.8038461	1.9189483	3.0925079
ENSCAFG00000025086	0.06422769	0	0.02825844	0.01591569	0.02764914	0	1.04464704	0.69974851
ENSCAFG00000004574	0.042141359	0	0.890019254	0.841572831	0.000874543	0.098971064	0.034971066	0
ENSCAFG00000005309	0.10066979	0.61256253	0.1740552	0.04405128	0.14383662	0.17329365	0.2940056	1.1877944
ENSCAFG00000002204	0.044802189	0.050957154	0.000348918	0.004176349	0.532218308	5.84692e-05	1.469307181	1.51305151
ENSCAFG00000018439	0.183883755	0.516237324	0.106568136	1.13845087	0.049177258	0.007347596	1.343988161	0.523444428
ENSCAFG00000019347	0.2513837	2.2440592	0.4886956	0.8826685	0.5101438	0.3297745	0.7203677	0.4527667
ENSCAFG00000016822	0	0	0	0.105846248	0.01637984	0.044170223	0.250176765	0.003946258
ENSCAFG00000019018	0.343	0	0.00653	0	3.47e-05	0.0133	0	0
ENSCAFG00000005663	1.4165086	0.0718031	0.0530182	0.02844897	0.03145197	0.05787214	0.01539005	0.04630616
ENSCAFG00000031802	0.08	0.803	0.00566	8.79e-05	0.0461	0.0079	0	0
ENSCAFG00000029367	0	0.387	0	0.0365	6.6e-05	0.000259	0	0
ENSCAFG00000000731	0	0.61024298	0.01300413	0	0.02910724	0	0	0
ENSCAFG00000019837	3.07744424	0	0.07264749	0.17943172	0.02634419	0.04664241	0.04400585	0
ENSCAFG00000031133	0.139755533	0	0	0.002154034	0.0020922	0.001590543	0	0
ENSCAFG00000000975	0	0.001498604	0.014431344	0.000780116	0.000266366	0.55319257	0	0
ENSCAFG00000009582	0.5322131	0.7070709	0.9197635	0.2222345	1.5012655	0.3230057	0.4405441	0.7984201
ENSCAFG00000007936	0.278097574	0	0	0.016048366	0.001352011	0.00028342	0	0
ENSCAFG00000003102	0.165746955	0	0.082179996	2.59867771	0.023499409	0.001121124	0.072064699	0
ENSCAFG00000007120	0.077090113	0	0.001281441	1.528019395	0.003261867	0	0.046364051	0
ENSCAFG00000030080	0.1396516	0.3682324	0.6648601	0.1035728	1.3857636	0.8136503	0.8715289	0.1100727
ENSCAFG00000000768	0	1.838233517	0.002809825	0.004125138	0.003156983	0.015891407	0	0
ENSCAFG00000009684	0.107043	0.654786	0.211124	0.3301531	0.2253186	0.2166716	1.3626527	0.8703592
ENSCAFG00000031225	1.694911259	0	0.675150893	0.84437452	0.006835034	0.009518434	0.716084653	3.35122657
ENSCAFG00000014124	2.58294589	0.0525368	0.05070081	0.19248993	0.03635593	0.06029849	0.06602333	0.7461357
ENSCAFG00000031348	0	0	0.22722678	0.03196282	0	0	0	0
ENSCAFG00000001081	0.000137406	0	0.000137948	8.56127e-05	0.00025512	0.310731252	0	0
ENSCAFG00000003864	0.00218	0.0077	9.32e-05	0.000388	0.000459	0.521	0	0
ENSCAFG00000005426	0.21831151	0.99700949	0.97848634	0.03477536	2.06219345	1.37910792	0.60613233	0.017006
ENSCAFG00000007095	1.459318266	2.250214528	0.072054907	0.033113697	0.930658983	0.007226061	0.571870472	1.38894882
ENSCAFG00000028930	0.096421814	0.00113142	0.59001917	0.278467071	0.107022458	0.000966648	0.423731284	2.546505622
